_id,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,study_id,session_id,__v,response,theword,block
68867a438f6c92b7216ff262,2733,instructions,0,2737,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,,,
68867a438f6c92b7216ff264,1511,instructions,1,4249,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,,,
68867a438f6c92b7216ff266,2916,html-button-response,2,7166,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff26a,1230,html-button-response,4,10139,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff26c,2403,html-button-response,5,12543,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff268,1740,html-button-response,3,8908,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff26e,3701,survey-multi-choice,6,16246,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",의자,practice_countmass
68867a438f6c92b7216ff270,2391,html-button-response,7,18638,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff272,2969,survey-multi-choice,8,21608,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 없다""}",설탕,practice_countmass
68867a438f6c92b7216ff274,2174,html-button-response,9,23783,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff276,1529,html-button-response,10,25312,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a438f6c92b7216ff278,3214,survey-multi-choice,11,28528,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",땅콩,count_mass
68867a438f6c92b7216ff27a,1546,survey-multi-choice,12,30076,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",기저귀,count_mass
68867a438f6c92b7216ff27c,1267,survey-multi-choice,13,31344,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",사다리,count_mass
68867a438f6c92b7216ff27e,2126,survey-multi-choice,14,33471,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",라면,count_mass
68867a438f6c92b7216ff280,1283,survey-multi-choice,15,34755,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",코끼리,count_mass
68867a438f6c92b7216ff282,1321,survey-multi-choice,16,36077,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",복숭아,count_mass
68867a438f6c92b7216ff284,988,survey-multi-choice,17,37067,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",도너츠,count_mass
68867a438f6c92b7216ff286,1038,survey-multi-choice,18,38106,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",핫도그,count_mass
68867a438f6c92b7216ff288,1126,survey-multi-choice,19,39232,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",떡,count_mass
68867a438f6c92b7216ff28a,1187,survey-multi-choice,20,40421,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",문,count_mass
68867a438f6c92b7216ff28c,1085,survey-multi-choice,21,41507,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",송아지,count_mass
68867a438f6c92b7216ff28e,1830,survey-multi-choice,22,43338,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 없다""}",회색,count_mass
68867a438f6c92b7216ff290,1371,survey-multi-choice,23,44711,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",쓰레기통/휴지통,count_mass
68867a438f6c92b7216ff292,1385,survey-multi-choice,24,46090,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",귀,count_mass
68867a438f6c92b7216ff294,1027,survey-multi-choice,25,47119,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",라디오,count_mass
68867a438f6c92b7216ff296,1588,survey-multi-choice,26,48708,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 없다""}",국,count_mass
68867a438f6c92b7216ff298,2251,survey-multi-choice,27,50960,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 없다""}",머리카락,count_mass
68867a438f6c92b7216ff29a,3348,survey-multi-choice,28,54309,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",무릎,count_mass
68867a438f6c92b7216ff29c,1744,survey-multi-choice,29,56054,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",콩,count_mass
68867a438f6c92b7216ff29e,1081,survey-multi-choice,30,57136,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",가위,count_mass
68867a438f6c92b7216ff2a0,1001,survey-multi-choice,31,58138,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""셀 수 있다""}",젓가락,count_mass
68867a438f6c92b7216ff2a2,4239,html-button-response,32,62378,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2a4,1522,html-button-response,33,63901,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2a6,2960,survey-multi-choice,36,70688,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",책상,practice_solidity
68867a448f6c92b7216ff2a8,3064,html-button-response,35,67727,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2aa,761,html-button-response,34,64663,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2ac,799,html-button-response,37,71489,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2ae,2497,survey-multi-choice,38,73987,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""비고형물""}",우유,practice_solidity
68867a448f6c92b7216ff2b0,711,html-button-response,39,74699,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2b2,1160,survey-multi-choice,43,84013,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",구두,solidity
68867a448f6c92b7216ff2b4,876,html-button-response,40,75576,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,0,,
68867a448f6c92b7216ff2b6,3771,survey-multi-choice,41,79347,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",피아노,solidity
68867a448f6c92b7216ff2ba,1154,survey-multi-choice,44,85168,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",치마,solidity
68867a448f6c92b7216ff2b8,3504,survey-multi-choice,42,82852,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",뺨,solidity
68867a448f6c92b7216ff2bc,1176,survey-multi-choice,45,86346,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",감자,solidity
68867a448f6c92b7216ff2be,1198,survey-multi-choice,46,87545,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""비고형물""}",비누방울,solidity
68867a448f6c92b7216ff2c0,3485,survey-multi-choice,47,91030,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",별,solidity
68867a448f6c92b7216ff2c2,1360,survey-multi-choice,48,92392,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",김치,solidity
68867a448f6c92b7216ff2c4,1131,survey-multi-choice,49,93523,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",크레용/크레파스,solidity
68867a448f6c92b7216ff2c6,1504,survey-multi-choice,50,95029,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",개,solidity
68867a448f6c92b7216ff2c8,1730,survey-multi-choice,51,96760,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",기차,solidity
68867a448f6c92b7216ff2ca,1303,survey-multi-choice,52,98063,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",몸,solidity
68867a448f6c92b7216ff2cc,1011,survey-multi-choice,53,99075,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",포도,solidity
68867a448f6c92b7216ff2ce,972,survey-multi-choice,54,100049,0,659377cd54f4cbc8b4caeef0,68864da6cb31fbf67c3e75c1,688679565a63cc1a8ebd62d9,0,"{""Q0"":""고형물""}",하마,solidity
